	Rattan_C
Calamus_gonospermus_Henderson_4057_RBL134	0.07406134094633254
Calamus_comptus_Kuhnhäuser_27_JSL008	0.07407597408570543
Calamus_posoanus_Henderson_4298_JSL047	0.07416883283103515
Calamus_castaneus_Baker_507_RBL220	0.07424804099191007
Calamus_propinquus_Trichon_802_RBL275	0.07427034416435752
Calamus_gamblei_Renuka_4082_JSL418	0.0742799801473275
Calamus_scapiger_Dransfield_5081_JSL285	0.07435360460564144
Calamus_deerratus_Sunderland_1754_RBL242	0.07438622820465901
Calamus_leptopus_Rajasegar_10_RBL062	0.07438721843145324
Calamus_divergens_Henderson_4360_JSL031	0.07441930742596481
Calamus_crinitus_subsp_forbesii_Dransfield_3576_JSL590	0.07445888260412759
Calamus_ingens_Dransfield_4672_JSL266	0.07447771310585871
Calamus_paspalanthus_Baker_693_BKL079	0.07453110478369407
Calamus_bousigonii_Henderson_3271_JSL025	0.07468225651252058
Calamus_manglaensis_Henderson_4031_JSL027	0.07468410197704556
Calamus_scleracanthus_Mogea_7441_JSL114	0.07468457965751918
Calamus_javensis_Kuhnhäuser_32_JSL057	0.0747570630342016
Calamus_harmandii_Khamphone_398_BKL025	0.07480256243237438
Calamus_plicatus_Kuhnhäuser_74_JSL076	0.07485820793274456
Calamus_pogonacanthus_Baker_522_BKL048	0.07486630939231065
Calamus_convallium_Dransfield_6136_RBL456	0.07497880225155418
Calamus_aruensis_Dransfield_7571_RBL231	0.07519755155874652
Calamus_oblongus_subsp_gracilis_Ridsdale_SMHI_282_BKL185	0.07534250338678572
Calamus_oxleyanus_Rajasegar_20_BKL033	0.0753901266538024
Calamus_sedens_Baker_494_BKL086	0.07550152284179645
Calamus_gracilipes_Dransfield_3578_BKL129	0.07550472652008011
Calamus_tadulakoensis_Henderson_4258_JSL049	0.07555064461579541
Calamus_manglaensis_Henderson_3879_BKL021	0.07567052407188668
Calamus_radulosus_Kings_collector_8171_JSL443	0.0758533039191912
Calamus_symphysipus_Henderson_4252_JSL040	0.07586094313953007
Calamus_oblongus_subsp_longistipes_Chai_S_37284_JSL618	0.07588315159471437
Calamus_temii_Smitinand_sn_RBL314	0.07589768093463356
Calamus_vinaceus_Henderson_4282_JSL029	0.0759194156423022
Calamus_oblongus_subsp_elongatus_Dransfield_2064_JSL472	0.07601104005719428
Calamus_australis_Cultivated_1988-186_BKL026	0.07601848421405066
Calamus_caryotoides_Cultivated_1988-196_BKL022	0.07607747054596636
Calamus_albidus_Henderson_4028_RBL205	0.0761724235569824
Calamus_acanthophyllus_Khamphone_141_BKL024	0.07621967188215406
Calamus_thysanolepis_Shui_Ying_Hu_12415_BKL160	0.07637297199926785
Calamus_oxycoccus_Dransfield_5766_JSL139	0.07638146410041724
Calamus_flabellatus_Baker_518_BKL038	0.07643075361596019
Calamus_spectatissimus_Whitmore_TCW_3144_JSL436	0.07644525639483613
Calamus_acanthospathus_Oulathong_231_JSL036	0.07645509294002728
Calamus_latifolius_Henderson_3984_JSL071	0.07654802406371186
Calamus_macrorhynchus_Merrill_11118_BKL154	0.07659771070485821
Calamus_hirsutus_subsp_hirsutus_Rajasegar_22_RBL064	0.07662445470983137
Calamus_beccarii_Jeanson_89_RBL154	0.07670969377614423
Calamus_praetermissus_Baker_557_RBL014	0.07681430371549758
Calamus_flagellum_Oulathong_200_RBL023	0.07682788748146774
Calamus_asteracanthus_Dransfield_5351_JSL613	0.07686108031876426
Calamus_manan_Baker_561_BKL006	0.07692244372655999
Calamus_divaricatus_Baker_556_BKL027	0.07693956715795913
Calamus_latifolius_Khamphone_318_JSL077	0.0772513895540412
Calamus_maculatus_Coode_6987_JSL283	0.07730329478860976
Calamus_pilosellus_Ambri_AA_424_JSL116	0.07731673789471849
Calamus_lamprolepis_Heyne_390_RBL381	0.07746398062174809
Calamus_polycladus_Baker_680_RBL163	0.07747720222101684
Calamus_asperrimus_Watanabe_62_JSL415	0.07767131271618677
Calamus_cuthbertsonii_Zieck_NGF_36188_JSL433	0.07770391872763971
Calamus_schistoacanthus_Giesen_sn_RBL355	0.0777081961202003
Calamus_plicatus_Baker_499_BKL017	0.07774347619905642
Calamus_klossii_Baker_840_BKL036	0.07775363142014469
Calamus_vitiensis_Tuiwawa_2K_1461_JSL419	0.07781816587879642
Calamus_arborescens_Henderson_3182_RBL069	0.07788193991413384
Calamus_zollingeri_subsp_merrillii_Baker_548_RBL082	0.07797171482130194
Calamus_heteracanthus_Dransfield_7575_BKL039	0.0780673099634005
Calamus_ornatus_Dransfield_7628_BKL092	0.07810532973514261
Calamus_pholidostachys_Zieck_NGF_36231_JSL465	0.07823551897047742
Calamus_hookerianus_Renuka_2948_JSL456	0.07827585288199335
Calamus_peregrinus_Henderson_3959_BKL057	0.07830053452415797
Calamus_oblongus_subsp_mollis_Elmer_13978_JSL592	0.07872923006990395
Calamus_lauterbachii_Baker_645_BKL008	0.07877434259538996
Calamus_walkeri_Baker_Utteridge_2_RBL007	0.07883066839200481
Calamus_fertilis_Baker_648_BKL046	0.07886482101030245
Calamus_horrens_Khamphone_121_JSL120	0.0788992892703162
Calamus_oligostachys_Khamphone_324_RBL305	0.078900496250777
Calamus_kampucheaensis_Henderson_3842_RBL111	0.07892879369038674
Calamus_ater_Dransfield_2309_JSL614	0.07893049838163191
Calamus_concinnus_Keenan_1169_JSL471	0.07894592522609967
Calamus_tetradactyloides_subsp_bachmaensis_Henderson_4043_RBL338	0.07908604756888271
Calamus_serrulatus_Baker_628_RBL162	0.07911412417659969
Calamus_melanoloma_Watanabe_93_RBL293	0.0794016759536752
Calamus_periacanthus_Baker_527_BKL040	0.07945267207866424
Calamus_spinosus_Henderson_4398_JSL030	0.07959951846782953
Calamus_dianbaiensis_Nguyen_2031_RBL156	0.07963603232029459
Calamus_womersleyi_Henty_LAE_72548_JSL462	0.0796633394767301
Calamus_oblongus_subsp_sedisspirituum_Dransfield_4172_BKL193	0.07968944007574541
Calamus_dracunculus_Afriastini_2560_BKL170	0.07979676128901392
Calamus_spiralis_Henderson_3883_BKL050	0.07985277504842314
Calamus_thwaitesii_Read_2161_RBL316	0.07996753360293185
Calamus_macropterus_Dransfield_3861_JSL311	0.07998329410580163
Calamus_manan_van_Valkenburg_1311_JSL188	0.08000123701257422
Calamus_insignis_Rajasegar_23_RBL025	0.08009389909958697
Calamus_usitatus_Baker_564_BKL019	0.08021655296019004
Calamus_wightii_Gamble_14315_BKL222	0.08025222393352349
Calamus_myrianthus_Barfod_45254_RBL298	0.08047917909243141
Calamus_ceratophorus_Henderson_3690_RBL101	0.08055621149626901
Calamus_reticulatus_Baker_644_BKL007	0.08056685899130456
Calamus_brandisii_Nair_6144_RBL276	0.08058408088309865
Calamus_confusus_Rahmat_Si_Boeea_7434_JSL530	0.08060243181273563
Calamus_gamblei_Gamble_14405_BKL127	0.08062083007032539
Calamus_caesius_Dransfield_4667_JSL257	0.08062663351901278
Calamus_calospathus_Cultivated_1990-2783_BKL011	0.08076443079561701
Calamus_essigii_Zieck_NGF_36158_JSL459	0.08080177234914376
Calamus_rhabdocladus_Henderson_3763_RBL032	0.0809016729585923
Calamus_dongnaiensis_Henderson_3714_RBL103	0.08110276027574115
Calamus_sandsii_Henderson_4354_RBL148	0.08110299368923568
Calamus_warburgii_Baker_578_BKL029	0.08112083691947947
Calamus_senalingensis_Dransfield_4991_RBL407	0.08123607715342174
Calamus_holttumii_Dransfield_5053_JSL504	0.08127301680245269
Calamus_glaucescens_Blume_1043_JSL568	0.08131191340499855
Calamus_acaulis_Henderson_3608_RBL094	0.0813155627490384
Calamus_lobbianus_Kuhnhäuser_12_RBL169	0.081329666640512
Calamus_latus_Rahmat_Si_Boeea_9578_JSL559	0.08146556334679556
Calamus_notabilis_Milliken_1046X_RBL301	0.0814821823613453
Calamus_inermis_Barfod_717_JSL096	0.0816368087967142
Calamus_mogeae_Dransfield_2025_BKL070	0.08168339900683075
Calamus_pygmaeus_Baker_510_RBL011	0.08169049232851355
Calamus_karuensis_Sangaji_Barrow_31_RBL354	0.08171876961058377
Calamus_delicatulus_Ridley_3159_JSL458	0.0817262274917091
Calamus_acanthochlamys_Cultivated_1989-2701_RBL017	0.08178139073629775
Calamus_sumatranus_Dransfield_3998_BKL265	0.08184957246695224
Calamus_vinaceus_Henderson_4359_RBL149	0.08187964928077385
Calamus_ciliaris_Cultivated_1992-2048_BKL028	0.08201484840597528
Calamus_minor_Khamphone_319_RBL296	0.0821422715074378
Calamus_comptus_Baker_540_RBL006	0.0822017285148473
Calamus_laoensis_Henderson_3834_RBL108	0.08223887243693806
Calamus_pygmaeus_Kuhnhäuser_8_JSL295	0.08228040540041937
Calamus_susukensis_Dransfield_4754_RBL312	0.08230116168519686
Calamus_mitis_Barbon_1611_BKL214	0.08234053623420101
Calamus_moseleyanus_Fernando_409_JSL095	0.08235970861086073
Calamus_poilanei_Henderson_4032_RBL132	0.0824950447685816
Calamus_barfodii_Zieck_NGF_36320_JSL461	0.08265006625681992
Calamus_crinitus_subsp_crinitus_Dransfield_5729_JSL322	0.08275881067530488
Calamus_erinaceus_subsp_erinaceus_Baker_554_BKL005	0.08276993712629
Calamus_helferianus_Henderson_3974_RBL087	0.08293956993378482
Calamus_vattayila_Renuka_4001_RBL317	0.08297145425960684
Calamus_platyspathus_Parker_P_2213_JSL519	0.08313043533376574
Calamus_arugda_Fernando_359_RBL270	0.08322435970321729
Calamus_marginatus_Duaneh_128_RBL256	0.08325350080024074
Calamus_gibbsianus_Salick_Alim_Benidict_9021_RBL252	0.08327340989823384
Calamus_kingianus_Henderson_3138_BKL158	0.08332893842483458
Calamus_jacobsii_Jacobs_9561_BKL219	0.08341168130453724
Calamus_lateralis_Henderson_3392_RBL091	0.0834622675893244
Calamus_pilosissimus_Baker_653_RBL019	0.08349318645723203
Calamus_psilocladus_Dransfield_6137_RBL438	0.08354423163233338
Calamus_perakensis_subsp_niger_Dransfield_5074_BKL242	0.083649258435328
Calamus_lamprolepis_Henderson_4310_RBL221	0.08386817533243895
Calamus_convallium_van_Valkenburg_1124_JSL259	0.08389488765095887
Calamus_tenompokensis_Dransfield_5353_JSL329	0.08393417831334515
Calamus_gajoensis_Sangaji_Barrow_19_JSL361	0.08396788378575848
Calamus_guruba_Dransfield_5458_JSL506	0.0840049124471478
Calamus_anomalus_Brass_5298_RBL440	0.08406591118053619
Calamus_zonatus_subsp_zonatus_Baker_538_RBL008	0.08407900163795468
Calamus_viridis_Henderson_4272_RBL207	0.08416841487940308
Calamus_didymocarpus_Henderson_4308_BKL045	0.08427867785654197
Calamus_yentuensis_Henderson_3601_RBL074	0.08434474494588695
Calamus_axillaris_Wardi_BOHK_456_JSL124	0.08441847807065217
Calamus_vinosus_Elmer_14158_RBL319	0.08442733238613886
Calamus_filispadix_Adorador_75_BKL095	0.0846588114805168
Calamus_hirsutus_subsp_minor_Dransfield_5375_JSL202	0.08474624284005516
Calamus_kinabaluensis_Tadong_520_BKL132	0.08475944960667903
Calamus_nielsenii_Nielsen_761_BKL112	0.08476676054566457
Calamus_metzianus_Thwaites_3914_JSL440	0.08477162926258275
Calamus_cuthbertsonii_Croft_LAE_65028_RBL282	0.08478694967545486
Calamus_scabrispathus_Pullen_1506_RBL362	0.08485249714911247
Calamus_quangngaiensis_Nguyen_2035_JSL338	0.08490875031568468
Calamus_poensis_Clemens_7278_JSL599	0.08495136086064603
Calamus_ursinus_Kuhnhäuser_26_JSL011	0.08497490623870141
Calamus_maiadum_Dransfield_7027_RBL255	0.08501083338732951
Calamus_longipinna_Cultivated_1964-27301_BKL009	0.08509918854526421
Calamus_ashtonii_Kuhnhäuser_81_RBL198	0.08510272150205078
Calamus_sparsiflorus_Baker_543_JSL109	0.08512285732342595
Calamus_scleracanthus_Henderson_4235_RBL088	0.08514214174071189
Calamus_suaveolens_Henderson_4333_RBL146	0.0852984401385124
Calamus_periacanthus_Rajasegar_21_JSL179	0.08535062822942585
Calamus_lambirensis_Kuhnhäuser_79_RBL196	0.08535202973309175
Calamus_optimus_Watanabe_40_RBL390	0.08537339528705601
Calamus_compsostachys_RITF_sn_RBL028	0.08547326543042899
Calamus_egregius_Gilbert_201_RBL363	0.08555139837828551
Calamus_cumingianus_Fernando_339_RBL280	0.08559695026880043
Calamus_impressus_Henderson_4368_RBL151	0.08560155236646239
Calamus_filipendulus_Avé_131_JSL457	0.08562697313575007
Calamus_subangulatus_Baker_535_JSL087	0.08566903140451831
Calamus_distentus_Baker_637_RBL018	0.0856740110457207
Calamus_seriatus_Henderson_3864_RBL114	0.08571876774864873
Calamus_leloi_Petoe_65_RBL342	0.08573596907552039
Calamus_erythrocarpus_Zieck_NGF_36176_RBL327	0.08574006856253114
Calamus_adspersus_Hooker_93_RBL265	0.08575924712404115
Calamus_ridleyanus_Rajasegar_9_RBL061	0.08579919275565961
Calamus_perakensis_subsp_crassus_Dransfield_5170_JSL475	0.08580229672812956
Calamus_pachystemonus_Thwaites_2334_RBL389	0.08585021679752947
Calamus_andamanicus_Renuka_4063_RBL269	0.0858622797098878
Calamus_meghalayensis_Koelz_29229_BKL166	0.08589385976452202
Calamus_velutinus_Henderson_3627_RBL098	0.08592524781576039
Calamus_tadulakoensis_Henderson_4256_RBL206	0.08593866123070393
Calamus_parvulus_Henderson_3860_RBL112	0.08596289408696733
Calamus_warayanus_Adorador_22_RBL243	0.08606304336629145
Calamus_hukaungensis_Henderson_3174_BKL152	0.08614315255816041
Calamus_cinereus_Henderson_3625_RBL097	0.08621526796462231
Calamus_sordidus_Chin_2874_JSL332	0.08632918021317415
Calamus_heteroideus_Jacobs_8144_JSL474	0.08633051195384334
Calamus_aidae_Baja-Lapis_123_RBL267	0.08637170698902752
Calamus_vidalianus_Adorador_81_BKL099	0.08637280027317606
Calamus_muelleri_Moore_9230_BKL167	0.08637594827798645
Calamus_tenuis_Harsakh_22851_BKL183	0.08639680282869788
Calamus_manillensis_Elmer_14011_RBL291	0.08640864680940696
Calamus_maturbongsii_Maturbongs_286_JSL463	0.08645294565961192
Calamus_mirabilis_Dransfield_4587_RBL406	0.08645688140016594
Calamus_sabalensis_Dransfield_6086_JSL261	0.0865193602287121
Calamus_pholidostachys_Brass_24209_JSL464	0.08652659475795588
Calamus_nematospadix_Bingshan_S_73908_BKL182	0.08655500936679072
Calamus_insularis_Bidault_1095_RBL374	0.08658882021383296
Calamus_lucysmithiae_Zieck_NGF_36554_RBL289	0.08661289265710248
Calamus_moti_Dowe_794_RBL153	0.08662498424185638
Calamus_sashae_Dransfield_7601_JSL466	0.08664067870181014
Calamus_wightii_Wight_2760_JSL571	0.08669063714976621
Calamus_unijugus_Erwin_27478_JSL113	0.08672903755477979
Calamus_platyspathus_Henderson_3957_RBL118	0.08674750429781997
Calamus_inops_Henderson_4274_BKL034	0.08688439178385587
Calamus_novae-georgii_Qusa_123_JSL449	0.086895397163958
Calamus_bimanifer_Henderson_3833_RBL107	0.08690810584086928
Calamus_formosanus_Jeanson_87b_BKL052	0.08711029473288057
Calamus_symphysipus_Henderson_4234_RBL089	0.0871569724408695
Calamus_ruvidus_Dransfield_5211_JSL206	0.08718112785780818
Calamus_evansii_Khamphone_375_BKL119	0.08721640138209075
Calamus_baiyerensis_Zieck_NGF_36252_BKL172	0.08723435727425655
Calamus_vitiensis_Dransfield_7600_RBL308	0.08727192580174115
Calamus_disjunctus_Baker_559_RBL216	0.08728825784450234
Calamus_melanorhynchus_Elmer_11708_RBL294	0.08732187311588291
Calamus_myriacanthus_Kuhnhäuser_23_RBL175	0.08745152754271246
Calamus_rotang_Kostermans_AK_24837A_JSL573	0.08748756261471013
Calamus_rugosus_Dransfield_5220_RBL358	0.08750136534087671
Calamus_axillaris_Wong_1620_RBL245	0.08750806763450314
Calamus_zeylanicus_Henderson_4002_RBL124	0.08751505850432495
Calamus_microsphaerion_Dransfield_5488_JSL098	0.08752692488030533
Calamus_conjugatus_Dransfield_5864_RBL340	0.08766163517213188
Calamus_mitis_Adorador_86_BKL101	0.08771269720440078
Calamus_nicobaricus_Rogers_49_RBL300	0.08772473259924429
Calamus_pogonacanthus_Duaneh_114_JSL193	0.08773966854243243
Calamus_inops_Mogea_1329_JSL130	0.08774446388078483
Calamus_henryanus_Henderson_3599_RBL073	0.08778251455144437
Calamus_oresbiopsis_Zieck_NGF_36520_RBL306	0.08783425421529323
Calamus_radicalis_Clemens_sn_BKL168	0.08786534565148107
Calamus_crassifolius_Dransfield_6035_RBL420	0.08796346213123085
Calamus_egregius_Tsang_22299_BKL164	0.08799053447965555
Calamus_pseudomollis_Henderson_4317_RBL144	0.08800716807842213
Calamus_delicatulus_Thwaites_3159_RBL284	0.08801898786275941
Calamus_helferianus_Helfer_6389_JSL606	0.08803224629866235
Calamus_sulawesiensis_Musser_R2_RBL261	0.08804601664989142
Calamus_modestus_Henderson_3589_RBL072	0.08806767077702649
Calamus_nannostachys_Zieck_NGF_36544_RBL299	0.0880717990179326
Calamus_maiadum_Dransfield_6593_JSL394	0.0881457930460835
Calamus_ruptilis_Dransfield_6577_JSL137	0.08820637037219725
Calamus_gracilipes_Baker_692_RBL219	0.08822581415275499
Calamus_dioicus_Henderson_3891_RBL115	0.08825210258886673
Calamus_calciphilus_de_Vogel_2054_JSL609	0.08835551268083564
Calamus_banggiensis_Diwol_135131_JSL325	0.08838547583211442
Calamus_macrosphaerion_Henderson_4271_BKL053	0.08841581232609796
Calamus_exilis_Moore_9098_JSL101	0.08850424067880558
Calamus_depauperatus_Maturbongs_58_JSL581	0.08851861137354011
Calamus_megaphyllus_Elmer_13542_JSL478	0.08862033375152978
Calamus_siphonospathus_Fernando_684_JSL309	0.0886390192100992
Calamus_vestitus_Maturbongs_294_RBL318	0.08864282756314756
Calamus_nannostachys_Essig_LAE_55164_JSL579	0.08866139935855177
Calamus_tenompokensis_Soibeh_353_BKL116	0.08874369931134451
Calamus_sabalensis_Kuhnhäuser_31_RBL176	0.08886754343160697
Calamus_laxissimus_Gianno_A_585_JSL567	0.08892291577338529
Calamus_ashtonii_Ashton_S_18384_JSL267	0.08901079311827964
Calamus_heteroideus_Dransfield_950_RBL435	0.08903119609292531
Calamus_pandanosmus_Ambriansyah_Arifin_882_BKL115	0.08906343337778011
Calamus_leiocaulis_Anggana_Dali_25_RBL253	0.08911171484708902
Calamus_divergens_Henderson_4315_RBL143	0.08915510903604629
Calamus_cheirophyllus_Zieck_NGF_36516_RBL278	0.08918356003498384
Calamus_disjunctus_Baker_539_JSL110	0.08920515076179902
Calamus_muricatus_Kuhnhäuser_14_RBL170	0.08923411240506252
Calamus_multispicatus_Guo_Lixiu_165_BKL156	0.08924345508763676
Calamus_concinnus_Watson_604_RBL157	0.08931019776660243
Calamus_acanthospathus_Henderson_3784_RBL105	0.08931436992225339
Plectocomiopsis_aff_mira_Kuhnhäuser_16_BKL204	0.08935356743556233
Calamus_heteracanthopsis_de_Vogel_4308_JSL575	0.08947094683910206
Calamus_scipionum_Dransfield_3928_JSL334	0.08950835154972847
Calamus_rotang_Unknown_sn_BKL067	0.08954453735385937
Calamus_heatubunii_Baker_1392_BKL058	0.0895989819195887
Calamus_pseudotenuis_subsp_pseudotenuis_Thwaites_2335_BKL137	0.08961362777616133
Calamus_kandariensis_Boni_193_RBL370	0.08964165819566283
Calamus_salicifolius_Henderson_3835_RBL109	0.08972842973933182
Calamus_spinosus_Henderson_4353_BKL049	0.08976963557828399
Calamus_diepenhorstii_Witono_174_BKL245	0.08980181050835101
Calamus_discolor_Henderson_3996_RBL122	0.0898085980253448
Calamus_sulawesiensis_Henderson_4402_RBL152	0.08985891661097811
Calamus_hosensis_Unyong_S_21213_BKL239	0.0898934158983834
Calamus_melanacanthus_Henderson_3840_RBL110	0.08991991685076495
Calamus_nudus_Akivi_Zieck_NGF_36324_JSL401	0.09000420525156871
Calamus_pedicellaris_Siebert_S8_BKL135	0.09005279750527684
Calamus_ruvidus_Kandau_S_43764_JSL269	0.09017645254468742
