	Rattan_B
Calamus_longibracteatus_Kuhnhäuser_20_RBL172	0.1227882429078736
Calamus_geniculatus_Kuhnhäuser_72_RBL195	0.12293412438294238
Calamus_pachystemonus_Thwaites_2334_RBL389	0.12293587730782296
Calamus_rotang_Unknown_sn_BKL067	0.12313054802148171
Calamus_oblongus_subsp_gracilis_Ridsdale_SMHI_282_BKL185	0.12319230480039911
Calamus_samian_Elmer_17255_JSL569	0.12323602027465785
Calamus_scapiger_Kuhnhäuser_18_RBL171	0.12333336025212505
Calamus_arugda_Fernando_359_RBL270	0.12355017366129128
Calamus_rotang_SMK_TBGJ_51_JSL572	0.12364555864012905
Calamus_wightii_Gamble_14315_BKL222	0.12392965593091154
Calamus_divaricatus_Hewitt_sn_JSL395	0.12395565966896349
Calamus_politus_Fernando_719_BKL192	0.12397463883102922
Calamus_oblongus_subsp_oblongus_Watanabe_49_RBL302	0.12397798310366426
Calamus_maculatus_Kuhnhäuser_39_RBL180	0.12405108818412569
Calamus_wightii_Wight_2760_JSL571	0.1242262462667193
Calamus_nannostachys_Essig_LAE_55164_JSL579	0.12443136437645197
Calamus_heteracanthopsis_de_Vogel_4308_JSL575	0.12448078121307227
Calamus_ruptiloides_Kuhnhäuser_75_RBL224	0.12456174333756376
Calamus_pseudozebrinus_Brass_3923_JSL589	0.12475242898526195
Calamus_crinitus_subsp_sabut_Dransfield_4970_RBL290	0.1248546206764467
Calamus_serpentinus_Dransfield_5734_JSL320	0.12489813742960543
Calamus_geniculatus_Kuhnhäuser_25_JSL009	0.12492560248266449
Calamus_micranthus_Dransfield_4155_JSL397	0.12502205436427571
Calamus_helferianus_Helfer_6389_JSL606	0.12511510937029213
Calamus_mitis_Barbon_1611_BKL214	0.12513354145347066
Calamus_tenuis_Harsakh_22851_BKL183	0.12527086654351172
Calamus_longisetus_Dransfield_5432_JSL453	0.12539365017276038
Calamus_cristatus_Kuhnhäuser_3_RBL164	0.12546242270076025
Calamus_zonatus_subsp_corneri_Dransfield_5228_JSL505	0.12557043246894894
Calamus_maturbongsii_Maturbongs_286_JSL463	0.12594642029326542
Calamus_longipes_Rajasegar_4_JSL045	0.1259926509599355
Calamus_nicobaricus_Rogers_49_RBL300	0.12603259398720756
Calamus_poensis_Clemens_7278_JSL599	0.12626910605178776
Calamus_nudus_Akivi_Zieck_NGF_36324_JSL401	0.1263287750955615
Calamus_formicarius_Kuhnhäuser_69_RBL193	0.12633919002793648
Calamus_crinitus_subsp_crinitus_Dransfield_5729_JSL322	0.12658635406565288
Calamus_micracanthus_Kuhnhäuser_71_RBL194	0.1269706034050645
Calamus_barisanensis_Dransfield_4063_RBL424	0.12700196296309874
Calamus_verticillaris_Cultivated_1991-1094_BKL012	0.12708175785814746
Calamus_filipendulus_Avé_131_JSL457	0.12715679119587453
Calamus_oblongus_subsp_sedisspirituum_Dransfield_4172_BKL193	0.12733445312790925
Calamus_propinquus_Trichon_802_RBL275	0.12736730202993218
Calamus_macrorhynchus_Merrill_11118_BKL154	0.1274010801976334
Calamus_thwaitesii_Read_2161_RBL316	0.1274070205894462
Calamus_oblongus_subsp_longistipes_Duaneh_136_RBL254	0.12745587371122902
Calamus_ingens_Eiserhardt_155_RBL344	0.1274990016067531
Calamus_longipes_van_Valkenburg_1396_BKL267	0.12760876081706507
Calamus_melanochaetes_Kings_collector_sn_BKL213	0.12765870909231658
Calamus_ater_Eiserhardt_154_RBL343	0.1277246567882998
Calamus_oblongus_subsp_similaris_Kuhnhäuser_62_RBL189	0.12774515567544997
Calamus_unijugus_Dransfield_5894_BKL117	0.12783573631649447
Calamus_hirsutus_subsp_korthalsii_Kuhnhäuser_33_JSL050	0.12793010771247593
Calamus_ruvidus_Dransfield_5211_JSL206	0.1280869730165608
Calamus_hirsutus_subsp_korthalsii_Dransfield_5125_JSL292	0.12834691663425457
Calamus_holttumii_Dransfield_5053_JSL504	0.12841783893593972
Calamus_kjellbergii_Kjellberg_2367_RBL474	0.1284667983996386
Calamus_gaharuensis_Dransfield_6101_JSL274	0.12857484090095317
Calamus_senalingensis_Dransfield_4991_RBL407	0.12858288218214453
Calamus_calapparius_de_Vogel_3817_RBL395	0.12901837023647555
Calamus_malawaliensis_Madulid_1003_JSL603	0.1291426747930876
Calamus_pholidostachys_Brass_24209_JSL464	0.12924904718806096
Calamus_minutus_Dransfield_5151_RBL429	0.12940945987998642
Calamus_suaveolens_Dransfield_3855_JSL331	0.12949733326231916
Calamus_crassifolius_Dransfield_6035_RBL420	0.12972446440690677
Calamus_evansii_Khamphone_375_BKL119	0.12982143887144992
Calamus_oxycarpus_Henry_10475_JSL539	0.1299507511841651
Calamus_gamblei_Gamble_14405_BKL127	0.1301404769255633
Calamus_erinaceus_subsp_daemonoropoides_Fernando_386_RBL283	0.13017275142111207
Calamus_vinosus_Elmer_14158_RBL319	0.13017680276030852
Calamus_gaharuensis_Dransfield_6100_JSL256	0.13026716167335117
Calamus_adspersus_Hooker_93_RBL265	0.1305313726406363
Calamus_polycladus_Woods_Lelean_2015_JSL584	0.13055892058558194
Calamus_kunstleri_subsp_microstachys_Kuhnhäuser_21_RBL173	0.1306541999654557
Calamus_heteroideus_Dransfield_950_RBL435	0.1307319063290575
Calamus_dracunculus_Afriastini_2560_BKL170	0.1308176542999422
Calamus_sparsiflorus_Kuhnhäuser_51_RBL183	0.13089395830621497
Calamus_laxissimus_Gianno_A_585_JSL567	0.130983292306996
Calamus_depauperatus_Baker_1058_JSL582	0.13105108759070527
Calamus_floribundus_Hooker_Thompson_sn_BKL121	0.13116132298062189
Calamus_minor_Khamphone_319_RBL296	0.13138766648765765
Calamus_perakensis_subsp_niger_Dransfield_5074_BKL242	0.13145636117826764
Calamus_obiensis_de_Vogel_4106_JSL600	0.13147218934540927
Calamus_mogeae_Dransfield_2025_BKL070	0.13154459980159827
Calamus_erinaceus_subsp_erinaceus_Chai_S_30636_JSL278	0.13169418863851234
Calamus_anomalus_Carr_13123_BKL068	0.13192611141180233
Calamus_cheirophyllus_Zieck_NGF_36516_RBL278	0.13199558205255368
Calamus_trachycoleus_Dransfield_3914_JSL328	0.1320986649751108
Calamus_tenuis_Strachey_Winterbottom_sn_E97_JSL306	0.13211743485378613
Calamus_insularis_Bidault_1095_RBL374	0.13248080136238383
Calamus_delicatulus_Thwaites_3159_RBL284	0.13249878297579698
Calamus_oresbiopsis_Zieck_NGF_36520_RBL306	0.13250905945555336
Calamus_hallierianus_Kuhnhäuser_37_RBL179	0.13250995651445463
Calamus_kandariensis_Boni_193_RBL370	0.13251142024197726
Calamus_manillensis_Elmer_16811_JSL570	0.13251623537694224
Calamus_paulii_Dransfield_6121_JSL238	0.1326166112818481
Calamus_manan_van_Valkenburg_1311_JSL188	0.13282365950230868
Calamus_pandanosmus_Dransfield_5993_JSL341	0.13303806515264927
Calamus_cuthbertsonii_Croft_LAE_65028_RBL282	0.1330408378417165
Calamus_bicolor_Elmer_10618_JSL479	0.13305175153197424
Calamus_tambingensis_Henderson_4276_BKL159	0.1330945743013654
Calamus_oxycoccus_Baker_523_BKL004	0.13309838702111154
Calamus_melanochaetes_Nguyen_HNK_1853_JSL058	0.13321797419976733
Calamus_manillensis_Elmer_14011_RBL291	0.13346810005044962
Calamus_pogonotium_Kuhnhäuser_58_RBL226	0.13355073223013714
Calamus_acamptostachys_Baker_703_RBL044	0.13358180024573796
Calamus_calapparius_Baker_1386_BKL047	0.13359341673786418
Calamus_paulii_Chai_S_36834_BKL226	0.13368295206631187
Calamus_conspectus_Dransfield_5328_RBL419	0.13368725508325163
Calamus_poilanei_Henderson_3369_JSL021	0.13369900480988584
Calamus_banggiensis_Diwol_135131_JSL325	0.13372282506942057
Calamus_baratangensis_Rogers_sn_JSL383	0.13383543202932158
Calamus_sashae_Barrow_127_JSL578	0.13392324233452235
Calamus_rudentum_Henderson_3619_RBL096	0.13398247395116514
Calamus_minahassae_Musser_M11_RBL260	0.13403055851180667
Calamus_maiadum_Dransfield_7027_RBL255	0.13403295668902981
Calamus_depauperatus_Maturbongs_58_JSL581	0.13417300799803966
Calamus_marginatus_Mogea_7438_JSL245	0.1342142373806252
Calamus_macropterus_Siebert_R_5_JSL304	0.13423932479946166
Calamus_robinsonianus_Robinson_1613_BKL177	0.13426778223800784
Calamus_megaphyllus_Elmer_13542_JSL478	0.13431616557001602
Calamus_pseudoconcolor_Cultivated_1975-3398_RBL081	0.13433754213271853
Calamus_moseleyanus_Dransfield_3720_JSL330	0.1344614011390174
Calamus_egregius_Tsang_22299_BKL164	0.13465444933991177
Calamus_rotang_Kostermans_AK_24837A_JSL573	0.13476643301299185
Calamus_meghalayensis_Koelz_29229_BKL166	0.1347897463412988
Calamus_hirsutus_subsp_hirsutus_Rajasegar_22_RBL064	0.13479129656969246
Calamus_calicarpus_Baker_506_BKL035	0.13484490639266344
Calamus_essigii_Zieck_NGF_36158_JSL459	0.13484843133974067
Calamus_bousigonii_Henderson_3271_JSL025	0.1348594349717066
Calamus_simplex_Dransfield_5238_BKL146	0.13490136923407736
Calamus_conirostris_Baker_516_JSL111	0.13492059803210166
Calamus_hallierianus_Watanabe_38_JSL089	0.1349281271314542
Calamus_horrens_Khamphone_121_JSL120	0.13500470223587402
Calamus_dumetosus_Dransfield_4403_JSL018	0.13502283563961126
Plectocomia_khasyana_Hooker_Thompson_JKA_sn_JSL512	0.13503425959537452
Calamus_ursinus_Baker_517_BKL042	0.13517772885012247
Calamus_perakensis_subsp_crassus_Dransfield_5170_JSL475	0.1352459942059262
Calamus_lobbianus_Petoe_63_JSL014	0.13525308647992818
Calamus_convallium_Dransfield_6136_RBL456	0.1352595156789257
Calamus_flagellum_Oulathong_200_RBL023	0.1353198714625361
Calamus_warayanus_Adorador_22_RBL243	0.13532409498564146
Calamus_kebariensis_Maturbongs_75_RBL403	0.13537885142478312
Calamus_subangulatus_Baker_500_BKL043	0.13549774088434097
Calamus_scleracanthus_Mogea_7441_JSL114	0.1355773411117197
Calamus_sabalensis_Dransfield_6133_JSL268	0.13572059014143423
Calamus_ornatus_Henderson_4233_JSL079	0.1358269710885388
Calamus_caesius_Dransfield_4667_JSL257	0.13599892043905737
Calamus_hookerianus_Renuka_2948_JSL456	0.13603290524179124
Calamus_flagellum_Nguyen_2022_JSL004	0.1360883670801316
Calamus_moseleyanus_Coode_5758_JSL605	0.13611874463232299
Calamus_psilocladus_Dransfield_6135_JSL236	0.1361611953880354
Calamus_radulosus_Kings_collector_8171_JSL443	0.13617221408627733
Calamus_leptopus_Rajasegar_10_RBL062	0.13618639004254718
Calamus_scipionum_Dransfield_3928_JSL334	0.13618825247127997
Calamus_cuthbertsonii_Zieck_NGF_36188_JSL433	0.13632988301018023
Calamus_aruensis_Dransfield_7571_RBL231	0.13641667830193294
Calamus_nuralievii_Nuraliev_1658_BKL194	0.13647751536678288
Calamus_micranthus_Sutisna_87_BKL149	0.1365123041798899
Calamus_ovoideus_Thwaites_sn_RBL432	0.13660072605153684
Calamus_ashtonii_Ashton_S_18384_JSL267	0.13660324239728394
Calamus_obiensis_de_Vogel_4118_RBL470	0.13661068642414698
Salacca_minuta_Dransfield_5079_BKL251	0.136693240934872
Calamus_notabilis_Milliken_1046X_RBL301	0.13680429046666776
Calamus_acaulis_Henderson_3608_RBL094	0.1368761375996833
Calamus_lucysmithiae_Zieck_NGF_36554_RBL289	0.136922791751923
Calamus_dongnaiensis_Henderson_3714_RBL103	0.1369441417928069
Calamus_rudentum_Henderson_3734_JSL085	0.13695675587091405
Calamus_karuensis_Sangaji_Barrow_31_RBL354	0.1370000783322175
Calamus_filipendulus_Dransfield_4520_BKL120	0.13708458642197718
Calamus_cinereus_Henderson_3389_JSL020	0.1371150526991276
Calamus_kingianus_Henderson_3138_BKL158	0.13726928799425397
Calamus_schistoacanthus_Giesen_sn_RBL355	0.1373473381192415
Calamus_sordidus_Chin_2874_JSL332	0.13738249679435477
Calamus_ruptilis_Dransfield_6577_JSL137	0.13743178493259045
Calamus_concinnus_Keenan_1169_JSL471	0.13744117534217926
Calamus_ceratophorus_Henderson_3709_JSL001	0.13752355166367314
Calamus_inermis_Barfod_717_JSL096	0.13754590026786828
Calamus_convallium_van_Valkenburg_1124_JSL259	0.13757456687590974
Calamus_lobatus_Henderson_4279_JSL048	0.13759127619013423
Calamus_pseudotenuis_subsp_pseudotenuis_Thwaites_2335_BKL137	0.13762526902758598
Calamus_lobbianus_Kuhnhäuser_12_RBL169	0.13763715244892127
Calamus_pycnocarpus_Dransfield_6510_JSL432	0.13764969065041577
Calamus_poilanei_Henderson_4032_RBL132	0.1376719827716889
Calamus_modestus_Du_HNK_3197_JSL015	0.13773064272791402
Calamus_optimus_Watanabe_40_RBL390	0.13783130217751072
Calamus_conjugatus_Dransfield_5864_RBL340	0.13786886200085446
Calamus_thysanolepis_Shui_Ying_Hu_12415_BKL160	0.13793364117688955
Calamus_digitatus_de_Zoysa_30_BKL063	0.1379554737613704
Calamus_brunneus_Henderson_4281_RBL240	0.13796726824318284
Calamus_periacanthus_Rajasegar_21_JSL179	0.13797025643295846
Calamus_leiocaulis_Anggana_Dali_25_RBL253	0.13797542481718283
Calamus_didymocarpus_Henderson_4363_JSL046	0.13813189302810414
Calamus_microsphaerion_Dransfield_5488_JSL098	0.1381340867498646
Calamus_platyspathus_Parker_P_2213_JSL519	0.1381564645368344
Calamus_vattayila_Renuka_4001_RBL317	0.13816806404477344
Calamus_maiadum_Dransfield_6593_JSL394	0.13826735401181256
Calamus_sashae_Dransfield_7601_JSL466	0.13832006346012848
Calamus_didymocarpus_Henderson_4283_JSL037	0.1383286398674345
Calamus_goramensis_Chai_36136_RBL445	0.13841280693581326
Calamus_kunstleri_subsp_kunstleri_Baker_496_RBL012	0.13845169916099742
Calamus_oligostachys_Khamphone_324_RBL305	0.13845405137839928
Calamus_gamblei_Renuka_4082_JSL418	0.1384811019542035
Calamus_longispathus_Baker_493_RBL004	0.13851605690371482
Calamus_sandsii_Henderson_4354_RBL148	0.13853908325249642
Calamus_rudentum_Henderson_3607_JSL026	0.1386371428711486
Calamus_moseleyanus_Fernando_409_JSL095	0.13865971215553574
Calamus_laoensis_Henderson_3834_RBL108	0.13893512159532317
Calamus_flabellatus_Kuhnhäuser_17_JSL043	0.1389467944745204
Calamus_seriatus_Henderson_3698_JSL023	0.1390660642468704
Calamus_tadulakoensis_Henderson_4258_JSL049	0.13920215284722914
Calamus_banggiensis_Diwol_Sugau_SAN_135133_BKL208	0.13926765489679138
Calamus_gonospermus_Henderson_4057_RBL134	0.13929614699809711
Calamus_oblatus_Bidin_SAN_84714_JSL184	0.13936262353507023
Calamus_scleracanthus_Henderson_4235_RBL088	0.13937745448055627
Calamus_capillosus_Avé_4048_RBL326	0.13940752756443964
Calamus_albidus_Henderson_4028_RBL205	0.1394321846802099
Calamus_posoanus_Henderson_4293_JSL034	0.13956428722334924
Calamus_dianbaiensis_Henderson_3760_JSL017	0.13963939700569772
Calamus_sabalensis_Dransfield_6086_JSL261	0.13966149801029182
Calamus_harmandii_Khamphone_398_BKL025	0.13966768167535448
Calamus_viridis_Henderson_4355_JSL033	0.1397131128857091
Calamus_posoanus_Henderson_4298_JSL047	0.13971918063976496
Calamus_mirabilis_Dransfield_4587_RBL406	0.13974334312034542
Calamus_kinabaluensis_Tadong_520_BKL132	0.13978337624904535
Calamus_radicalis_Clemens_sn_BKL168	0.139786347579827
Calamus_filispadix_Adorador_75_BKL095	0.13985081317154024
Calamus_tenompokensis_Soibeh_353_BKL116	0.13988962632364388
Calamus_myriacanthus_Kuhnhäuser_77_JSL006	0.13992827430032628
Calamus_lateralis_Henderson_3400_JSL198	0.1399944147359815
Calamus_lambirensis_Kuhnhäuser_79_RBL196	0.1400144114644628
Calamus_manglaensis_Henderson_4031_JSL027	0.14001777627758616
Calamus_suaveolens_Henderson_4333_RBL146	0.14002353451720895
Calamus_brunneus_Henderson_4358_JSL032	0.14008175948197354
Calamus_womersleyi_Henty_LAE_72548_JSL462	0.14012419110876395
Calamus_beccarii_Jeanson_89_RBL154	0.14030033200433245
Calamus_cumingianus_Fernando_339_RBL280	0.14031461275047952
Calamus_latifolius_Henderson_3984_JSL071	0.14031466325038744
Calamus_kampucheaensis_Henderson_3842_RBL111	0.14035894773568525
Calamus_ashtonii_Kuhnhäuser_81_RBL198	0.1403641139648838
Calamus_nanduensis_Baker_678_RBL085	0.1403699145934193
Calamus_wuliangshanensis_Henderson_3116_JSL416	0.14037573623840427
Calamus_vinaceus_Henderson_4282_JSL029	0.14038583837151986
Calamus_muelleri_Moore_9230_BKL167	0.1403952549942894
Calamus_occidentalis_Dransfield_1437_JSL445	0.14042870821432463
Plectocomiopsis_wrayi_Ridley_12119_JSL625	0.14043071325905687
Calamus_tetradactylus_Henderson_3808_JSL070	0.14044091727476338
Calamus_susukensis_Dransfield_4754_RBL312	0.14045134506577184
Calamus_marginatus_Duaneh_128_RBL256	0.140466777433903
Metroxylon_vitiense_Seemann_658_BKL223	0.140487570189617
Calamus_tadulakoensis_Henderson_4256_RBL206	0.14056184450652964
Calamus_pholidostachys_Zieck_NGF_36231_JSL465	0.1405757725512249
Calamus_javensis_Kuhnhäuser_32_JSL057	0.14059540165762308
Calamus_hosensis_Unyong_S_21213_BKL239	0.14061997745661492
Calamus_tetradactyloides_subsp_bachmaensis_Henderson_4043_RBL338	0.14063278063688023
Calamus_sulawesiensis_Musser_R2_RBL261	0.1406828094840542
Calamus_platyspathus_Henderson_3957_RBL118	0.1407494892787029
Calamus_rhomboideus_Baker_565_RBL084	0.14076187413683716
Calamus_divergens_Henderson_4360_JSL031	0.14098305969405678
Calamus_caesius_Baker_547_JSL044	0.14100131998064713
Calamus_plicatus_Kuhnhäuser_74_JSL076	0.14103013409639797
Calamus_guruba_Dransfield_5458_JSL506	0.1410916269739736
Calamus_exilis_Moore_9098_JSL101	0.14112042408544812
Calamus_ornatus_Dransfield_7628_BKL092	0.1412114413828478
Calamus_sedens_Baker_494_BKL086	0.14125149857084085
Calamus_vitiensis_Tuiwawa_2K_1461_JSL419	0.14127489174951302
Calamus_melanoloma_Watanabe_93_RBL293	0.14127834111483095
Calamus_brandisii_Nair_6144_RBL276	0.14130520013597225
Calamus_lateralis_Henderson_3392_RBL091	0.14131425670026165
Calamus_asperrimus_Watanabe_62_JSL415	0.1414087973819208
Calamus_mitis_Adorador_86_BKL101	0.14145277815965063
Calamus_quangngaiensis_Nguyen_2035_JSL338	0.14154411959625313
Calamus_leptostachys_Henderson_4383_JSL075	0.14155267138431737
Calamus_egregius_Gilbert_201_RBL363	0.14158345403424555
Calamus_bacularis_Dransfield_5994_JSL302	0.14166927333795565
Calamus_viridis_Henderson_4272_RBL207	0.14170505779970766
Calamus_penicillatus_Saw_FRI_37334_JSL521	0.14184593314555716
Plectocomiopsis_wrayi_Dransfield_4940_BKL073	0.14189577534319953
Calamus_exiguus_Dransfield_5153_BKL148	0.14194991599721674
Calamus_pogonacanthus_Duaneh_114_JSL193	0.14197010848434244
Calamus_erythrocarpus_Zieck_NGF_36176_RBL327	0.1422030822102347
Calamus_albidus_Henderson_4027_JSL028	0.1422484520753836
Calamus_vinaceus_Henderson_4359_RBL149	0.14225774778335454
Calamus_leloi_Petoe_65_RBL342	0.14235244799082558
Calamus_paspalanthus_Baker_693_BKL079	0.14239533055723996
Calamus_tetradactylus_Henderson_3652_JSL068	0.14241089426860964
Calamus_scabrispathus_Pullen_1506_RBL362	0.14252421209071497
Calamus_sumatranus_Dransfield_3998_BKL265	0.14259029686120328
Calamus_barfodii_Zieck_NGF_36320_JSL461	0.1425949723297476
Calamus_tenompokensis_Dransfield_5353_JSL329	0.1426027076295775
Calamus_acanthospathus_Oulathong_231_JSL036	0.14264167177831444
Calamus_rumphii_Robinson_24_RBL452	0.14275216471067054
Calamus_kandariensis_Henderson_4230_RBL339	0.14278907861061407
Calamus_digitatus_Ridley_2334_JSL448	0.1427957562340595
Calamus_myriacanthus_Kuhnhäuser_23_RBL175	0.14284042777878347
Calamus_aidae_Baja-Lapis_123_RBL267	0.14284564193561777
Calamus_arborescens_Henderson_3182_RBL069	0.14284764838205555
Calamus_vidalianus_Adorador_81_BKL099	0.14285679349462177
Calamus_ruvidus_Kuhnhäuser_57_RBL187	0.14294062822829046
Calamus_nematospadix_Bingshan_S_73908_BKL182	0.14294100297641388
Calamus_latifolius_Khamphone_318_JSL077	0.14295700371142073
Calamus_spectatissimus_Whitmore_TCW_3144_JSL436	0.14301279044082438
Calamus_nielsenii_Nielsen_761_BKL112	0.14319830920986176
Calamus_mirabilis_Dransfield_4586_JSL208	0.14321451011147268
Calamus_symphysipus_Henderson_4252_JSL040	0.14326810088706599
Calamus_plicatus_Baker_499_BKL017	0.1432709609974111
Calamus_novae-georgii_Qusa_123_JSL449	0.14331521202105157
Salacca_graciliflora_Dransfield_5086_RBL441	0.14332014905313928
Calamus_manan_Baker_561_BKL006	0.14332349873024974
Calamus_peregrinus_Henderson_3959_BKL057	0.14332848950250476
Calamus_rhabdocladus_Henderson_3763_RBL032	0.1433591955345952
Calamus_myrianthus_Barfod_45254_RBL298	0.1433695365590999
Calamus_ceratophorus_Henderson_3690_RBL101	0.14340492332605526
Calamus_cinereus_Henderson_3625_RBL097	0.14346372614278735
Calamus_dianbaiensis_Nguyen_2031_RBL156	0.14349057243811325
Calamus_acanthophyllus_Khamphone_141_BKL024	0.1434999520303225
Calamus_hukaungensis_Henderson_3174_BKL152	0.14353611180275927
Calamus_andamanicus_Renuka_4063_RBL269	0.1436082375474762
Calamus_ciliaris_Cultivated_1992-2048_BKL028	0.1436113980519267
Calamus_melanacanthus_Henderson_3840_RBL110	0.14362095509849437
Calamus_vestitus_Maturbongs_294_RBL318	0.14364973359832578
Calamus_inops_Henderson_4274_BKL034	0.14367260159493822
Calamus_koordersianus_Henderson_4269_JSL074	0.14372889587427318
Calamus_castaneus_Baker_507_RBL220	0.14383572395261712
Calamus_malawaliensis_John_SAN_145727_JSL526	0.14384638586907883
Calamus_gibbsianus_Salick_Alim_Benidict_9021_RBL252	0.14384960206277808
Calamus_manglaensis_Henderson_3879_BKL021	0.1438592664392241
Calamus_rugosus_Dransfield_5220_RBL358	0.14415366582088107
Calamus_axillaris_Wong_1620_RBL245	0.14419091409938278
Calamus_seriatus_Henderson_3864_RBL114	0.14422622203513824
Calamus_spiralis_Henderson_3883_BKL050	0.144243237503765
Calamus_axillaris_Wardi_BOHK_456_JSL124	0.14424541312840067
Calamus_acanthospathus_Henderson_3784_RBL105	0.1442919510608176
Calamus_pilosellus_Ambri_AA_424_JSL116	0.14433004239924518
Calamus_moti_Dowe_794_RBL153	0.14433958058099805
Calamus_impressus_Henderson_4368_RBL151	0.14434305141440373
Calamus_calospathus_Cultivated_1990-2783_BKL011	0.144390839315771
Calamus_moorei_Dransfield_6102_RBL263	0.14445294569595168
Calamus_praetermissus_Baker_521_JSL041	0.14448191305254754
Calamus_zollingeri_subsp_zollingeri_Powling_25_JSL234	0.14452217383197752
