	Rattan_A
Calamus_crinitus_subsp_sabut_Avé_7_RBL304	0.058030585796016165
Calamus_oblongus_subsp_mollis_Elmer_13978_JSL592	0.058104400725040195
Calamus_furvus_Meijer_7051_JSL611	0.05816963559922361
Calamus_politus_Fernando_719_BKL192	0.058190715235731605
Calamus_oblongus_subsp_mollis_Fernando_640_RBL281	0.058522219545810716
Calamus_formicarius_Dransfield_4684_JSL615	0.05877610654394205
Calamus_oblongus_subsp_longistipes_Chai_S_37284_JSL618	0.05881646350867331
Calamus_lamprolepis_Heyne_390_RBL381	0.058873252061334314
Calamus_acamptostachys_Dransfield_6081_JSL327	0.058904903706544776
Calamus_crinitus_subsp_crinitus_Dransfield_4633_JSL249	0.05890690819216904
Calamus_validus_Mogea_1356_JSL591	0.05953397669563931
Calamus_glaucescens_Blume_1043_JSL568	0.05968231771489996
Calamus_ingens_Eiserhardt_155_RBL344	0.05977931162281469
Calamus_crinitus_subsp_sabut_Dransfield_4970_RBL290	0.059814982445105414
Calamus_oblongus_subsp_elongatus_Stockdale_339_RBL249	0.05988374041589217
Calamus_oblongus_subsp_oblongus_Watanabe_49_RBL302	0.05994851799969825
Calamus_longipes_van_Valkenburg_1396_BKL267	0.06012991870332274
Calamus_loherianus_Elmer_11757_RBL431	0.06039125613647278
Calamus_oblongus_subsp_longistipes_Duaneh_136_RBL254	0.06042852788623587
Calamus_pahangensis_Saw_FRI_44659_RBL309	0.06050497871007876
Calamus_ingens_Dransfield_4672_JSL266	0.06057481013713084
Calamus_exiguus_Saw_FRI_44965_JSL437	0.06058476168798532
Calamus_maculatus_Kuhnhäuser_39_RBL180	0.06074388612527759
Calamus_hirsutus_subsp_korthalsii_Kuhnhäuser_33_JSL050	0.06079488253097787
Calamus_sparsiflorus_Kuhnhäuser_51_RBL183	0.061040128583530806
Calamus_micracanthus_Kuhnhäuser_71_RBL194	0.06142667962249215
Calamus_validus_Musser_R5_BKL118	0.061506139874171195
Calamus_melanochaetes_Nguyen_HNK_1853_JSL058	0.06189468982470059
Calamus_oblongus_subsp_similaris_Kuhnhäuser_62_RBL189	0.06211650281381187
Calamus_oblongus_subsp_gracilis_Ridsdale_SMHI_282_BKL185	0.06244107544498023
Calamus_unijugus_Dransfield_5894_BKL117	0.06254552474869834
Calamus_propinquus_Trichon_802_RBL275	0.0628248460502977
Calamus_serpentinus_Dransfield_5734_JSL320	0.06300941703772822
Calamus_macropterus_Dransfield_3861_JSL311	0.06313601172865135
Calamus_tambingensis_Henderson_4276_BKL159	0.06314241558226452
Calamus_gracilipes_Dransfield_3578_BKL129	0.06326196093666137
Calamus_latus_Rahmat_Si_Boeea_9578_JSL559	0.0633621780297613
Calamus_hirsutus_subsp_minor_Dransfield_5375_JSL202	0.06338409542713208
Calamus_pogonotium_Kuhnhäuser_58_RBL226	0.06438251430431419
Calamus_kunstleri_subsp_microstachys_Kuhnhäuser_21_RBL173	0.0644559711180347
Calamus_calapparius_Baker_1386_BKL047	0.06454339533759901
Calamus_oblongus_subsp_sedisspirituum_Dransfield_4172_BKL193	0.06474675853383471
Calamus_hallierianus_Kuhnhäuser_37_RBL179	0.0654421257028841
Calamus_hirsutus_subsp_korthalsii_Dransfield_5125_JSL292	0.06575086265226504
Calamus_calicarpus_Baker_506_BKL035	0.06587652848297854
Calamus_macropterus_Siebert_R_5_JSL304	0.06592094290113881
Calamus_confusus_Rahmat_Si_Boeea_7434_JSL530	0.06594109531864212
Calamus_metzianus_Thwaites_3914_JSL440	0.06659516646648977
Calamus_hallierianus_Watanabe_38_JSL089	0.06661657041480118
Calamus_oxycoccus_Baker_523_BKL004	0.0668286198024286
Calamus_subangulatus_Baker_500_BKL043	0.06771486760904777
Calamus_acamptostachys_Baker_703_RBL044	0.06789127562565989
Calamus_ursinus_Baker_517_BKL042	0.06802515516412033
Calamus_dracunculus_Afriastini_2560_BKL170	0.06809684603410115
Calamus_crinitus_subsp_crinitus_Dransfield_5729_JSL322	0.06973867663215894
Calamus_delicatulus_Ridley_3159_JSL458	0.07065809534696543
Calamus_pseudoconcolor_Cultivated_1975-3398_RBL081	0.07082677372670154
Calamus_melanorhynchus_Elmer_11708_RBL294	0.07108419875655103
Calamus_longisetus_Dransfield_5432_JSL453	0.07132382067998921
Calamus_heteroideus_Jacobs_8144_JSL474	0.07136314447599934
Calamus_thwaitesii_Read_2161_RBL316	0.07153418198547612
Calamus_poensis_Clemens_7278_JSL599	0.07168877114996064
Calamus_kunstleri_subsp_kunstleri_Baker_496_RBL012	0.07173746990797092
Calamus_temii_Smitinand_sn_RBL314	0.07208568500081847
Calamus_macrorhynchus_Merrill_11118_BKL154	0.07213272618630195
Calamus_hirsutus_subsp_hirsutus_Rajasegar_22_RBL064	0.07215649227845145
Calamus_leptopus_Rajasegar_10_RBL062	0.07218426643142961
Calamus_pachystemonus_Thwaites_2334_RBL389	0.07232602255922382
Calamus_wightii_Wight_2760_JSL571	0.07280946276702138
Calamus_calciphilus_de_Vogel_2054_JSL609	0.0730399177270249
Calamus_rotang_Unknown_sn_BKL067	0.0735391061780396
Calamus_samian_Elmer_17255_JSL569	0.0736137195023494
Calamus_wightii_Gamble_14315_BKL222	0.07367586462242215
Calamus_nicobaricus_Rogers_49_RBL300	0.0738769922270025
Calamus_acanthochlamys_Dransfield_6669_JSL281	0.0739227382650065
Calamus_mogeae_Dransfield_2025_BKL070	0.0740357611439676
Calamus_zonatus_subsp_corneri_Dransfield_5228_JSL505	0.07446841889103584
Calamus_helferianus_Helfer_6389_JSL606	0.07475081392418736
Calamus_holttumii_Dransfield_5053_JSL504	0.0747796404265163
Calamus_seropakensis_Banyeng_43662_JSL596	0.07482469771314737
Calamus_crassifolius_Dransfield_6035_RBL420	0.07486934012073365
Calamus_senalingensis_Dransfield_4991_RBL407	0.07513510012231306
Calamus_flagellum_Oulathong_200_RBL023	0.07527180557511093
Calamus_ceratophorus_Henderson_3709_JSL001	0.07527224430329738
Calamus_filipendulus_Avé_131_JSL457	0.07531914002241602
Calamus_perakensis_subsp_niger_Dransfield_5074_BKL242	0.0753752660992354
Calamus_calciphilus_de_Vogel_1628_JSL553	0.07546548889523663
Calamus_arugda_Fernando_359_RBL270	0.07550502806648274
Calamus_convallium_Dransfield_6136_RBL456	0.07561422552946806
Calamus_maturbongsii_Maturbongs_32_BKL180	0.0756766127867311
Calamus_ruvidus_Dransfield_5211_JSL206	0.07578259709777835
Calamus_banggiensis_Diwol_135131_JSL325	0.0758660446533912
Calamus_periacanthus_Rajasegar_21_JSL179	0.07591496588523494
Calamus_croftii_Croft_LAE_68504_JSL580	0.07594304083319525
Calamus_manan_van_Valkenburg_1311_JSL188	0.07610862235341209
Calamus_ruvidus_Kandau_S_43764_JSL269	0.07611292415307536
Calamus_maiadum_Dransfield_7027_RBL255	0.0762227455063128
Calamus_adspersus_Hooker_93_RBL265	0.07626415847621804
Calamus_divaricatus_Hewitt_sn_JSL395	0.07627014562151901
Calamus_pholidostachys_Brass_24209_JSL464	0.07639479868406374
Calamus_hookerianus_Renuka_2948_JSL456	0.07642918407161026
Calamus_flagellum_Nguyen_2022_JSL004	0.07653998070810974
Calamus_mitis_Barbon_1611_BKL214	0.0766379741675769
Calamus_pseudozebrinus_Brass_3923_JSL589	0.0766617535395675
Calamus_dumetosus_Dransfield_4403_JSL018	0.07673234672510698
Calamus_tenuis_Harsakh_22851_BKL183	0.0767685882606649
Calamus_rudentum_Henderson_3619_RBL096	0.07684103990267122
Calamus_modestus_Du_HNK_3197_JSL015	0.07691693648062736
Calamus_cockburnii_Cockburn_FRI_10949_RBL444	0.076945833109613
Calamus_rotang_Kostermans_AK_24837A_JSL573	0.07696065529701868
Calamus_gaharuensis_Dransfield_6101_JSL274	0.07697266321966534
Calamus_moseleyanus_Elmer_11938_JSL594	0.07701696078145215
Calamus_conirostris_Baker_516_JSL111	0.07701924483638278
Calamus_laxissimus_Gianno_A_585_JSL567	0.07708452786676268
Calamus_gamblei_Gamble_14405_BKL127	0.07722609275112846
Calamus_nannostachys_Essig_LAE_55164_JSL579	0.0772807011066392
Calamus_lobbianus_Petoe_63_JSL014	0.07751505433163652
Calamus_karuensis_Sangaji_Barrow_31_RBL354	0.07759843300939051
Calamus_poilanei_Henderson_3369_JSL021	0.07762001405117136
Calamus_thysanolepis_Shui_Ying_Hu_12415_BKL160	0.07763327698016975
Calamus_conspectus_Dransfield_5328_RBL419	0.07764707979860797
Calamus_melanochaetes_Kings_collector_sn_BKL213	0.07764707979860797
Calamus_burkillianus_Dransfield_5066_JSL560	0.07774980752488558
Calamus_rotang_SMK_TBGJ_51_JSL572	0.07777892531265818
Calamus_inops_Mogea_1329_JSL130	0.07779357011659793
Calamus_minor_Khamphone_319_RBL296	0.07780761309148077
Calamus_gaharuensis_Dransfield_6100_JSL256	0.07789698475016993
Calamus_kingianus_Henderson_3138_BKL158	0.07791212887428944
Calamus_horrens_Khamphone_121_JSL120	0.07796838305528586
Calamus_floribundus_Hooker_Thompson_sn_BKL121	0.07803009663339244
Calamus_kandariensis_Boni_193_RBL370	0.0780447040735075
Calamus_polycladus_Woods_Lelean_2015_JSL584	0.07808540659044827
Calamus_minutus_Dransfield_5151_RBL429	0.07809306913337866
Calamus_tetradactyloides_subsp_bachmaensis_Henderson_4043_RBL338	0.07812830098895196
Calamus_rudentum_Henderson_3607_JSL026	0.07824607043055998
Calamus_delicatulus_Thwaites_3159_RBL284	0.07824685720023983
Calamus_barisanensis_Dransfield_4063_RBL424	0.07825011949554483
Calamus_ornatus_Henderson_4233_JSL079	0.07831130394144836
Calamus_lobatus_Henderson_4279_JSL048	0.07834512674058458
Calamus_pandanosmus_Dransfield_5993_JSL341	0.07840741282117358
Calamus_vinosus_Elmer_14158_RBL319	0.07841651688192242
Calamus_brandisii_Nair_6144_RBL276	0.07842964877475322
Calamus_pycnocarpus_Dransfield_6510_JSL432	0.07848934012394604
Calamus_radulosus_Kings_collector_8171_JSL443	0.07850972083553798
Calamus_susukensis_Dransfield_4754_RBL312	0.07853478205100273
Calamus_aruensis_Dransfield_7571_RBL231	0.07854486906215286
Calamus_egregius_Tsang_22299_BKL164	0.07856388629198208
Calamus_spiculifer_Zieck_NGF_36558_JSL546	0.07869163691514758
Calamus_evansii_Khamphone_375_BKL119	0.07869950827531313
Calamus_meghalayensis_Koelz_29229_BKL166	0.07870365352176345
Calamus_optimus_Watanabe_40_RBL390	0.07871178421515324
Calamus_rudentum_Henderson_3734_JSL085	0.07874607291195135
Calamus_nannostachys_Zieck_NGF_36544_RBL299	0.07874911222872105
Calamus_gonospermus_Henderson_4057_RBL134	0.0787997217662404
Calamus_minahassae_Musser_M11_RBL260	0.07884307080950548
Calamus_paulii_Dransfield_6121_JSL238	0.07895239853962799
Calamus_notabilis_Milliken_1046X_RBL301	0.078962656996307
Calamus_ruptilis_Dransfield_6577_JSL137	0.0789872419307105
Calamus_myriacanthus_Kuhnhäuser_77_JSL006	0.07900030658601542
Calamus_oligostachys_Khamphone_324_RBL305	0.07902467722249029
Calamus_trachycoleus_Dransfield_3914_JSL328	0.07911495892589415
Calamus_cuthbertsonii_Croft_LAE_65028_RBL282	0.07925409355255797
Calamus_tadulakoensis_Henderson_4258_JSL049	0.0792778427323052
Calamus_posoanus_Henderson_4298_JSL047	0.07928818503926327
Calamus_scipionum_Dransfield_3928_JSL334	0.07936851514939358
Calamus_inermis_Barfod_717_JSL096	0.07939055737533152
Calamus_vattayila_Renuka_4001_RBL317	0.07940419444635716
Calamus_rhomboideus_Baker_565_RBL084	0.07948202854817465
Calamus_melanoloma_Watanabe_93_RBL293	0.07950481805837084
Calamus_albidus_Henderson_4027_JSL028	0.07953569526000848
Calamus_caesius_Dransfield_4667_JSL257	0.07956255353244579
Calamus_acaulis_Henderson_3608_RBL094	0.07961714838794143
Calamus_didymocarpus_Henderson_4363_JSL046	0.07962440320232012
Calamus_dongnaiensis_Henderson_3714_RBL103	0.07963044371976313
Calamus_schistoacanthus_Giesen_sn_RBL355	0.07965470311280343
Calamus_micranthus_Dransfield_4155_JSL397	0.07967455497612363
Calamus_robinsonianus_Robinson_1613_BKL177	0.079717588633344
Calamus_dianbaiensis_Henderson_3760_JSL017	0.07977429533452951
Calamus_longispathus_Baker_493_RBL004	0.07982705106605614
Calamus_wuliangshanensis_Henderson_3116_JSL416	0.0798278097510664
Calamus_micranthus_Sutisna_87_BKL149	0.07995967844828988
Calamus_didymocarpus_Henderson_4283_JSL037	0.07999472399919783
Calamus_oxycarpus_Henry_10475_JSL539	0.08001597251097536
Calamus_scleracanthus_Mogea_7441_JSL114	0.08003139169572626
Calamus_essigii_Zieck_NGF_36158_JSL459	0.08004023998785637
Calamus_poilanei_Henderson_4032_RBL132	0.08016296153419278
Calamus_albidus_Henderson_4028_RBL205	0.08018370176723133
Calamus_megaphyllus_Elmer_13542_JSL478	0.08021024821234568
Calamus_malawaliensis_Madulid_1003_JSL603	0.08021282893583481
Calamus_depauperatus_Baker_1058_JSL582	0.08028149627051406
Calamus_beccarii_Jeanson_89_RBL154	0.08029169503205213
Calamus_manillensis_Elmer_14011_RBL291	0.08030589983050362
Calamus_concinnus_Keenan_1169_JSL471	0.08030679067033819
Calamus_tenuis_Strachey_Winterbottom_sn_E97_JSL306	0.0803274349787525
Calamus_ovoideus_Thwaites_sn_RBL432	0.0803461499280036
Calamus_nudus_Akivi_Zieck_NGF_36324_JSL401	0.08034922916978027
Calamus_marginatus_Mogea_7438_JSL245	0.08040039481695849
Calamus_manglaensis_Henderson_4031_JSL027	0.0804060035435975
Calamus_manillensis_Elmer_16811_JSL570	0.08044515440395172
Calamus_heteracanthopsis_de_Vogel_4308_JSL575	0.08047448771585786
Calamus_hukaungensis_Henderson_3174_BKL152	0.080522113226143
Calamus_tetradactylus_Henderson_3808_JSL070	0.08055188048576112
Calamus_bicolor_Elmer_10618_JSL479	0.0805533730910094
Calamus_calapparius_de_Vogel_3817_RBL395	0.08068332433188397
Calamus_conjugatus_Dransfield_5864_RBL340	0.0806917513246661
Calamus_posoanus_Henderson_4293_JSL034	0.0806989208504717
Calamus_heteroideus_Dransfield_950_RBL435	0.08070134776804927
Calamus_vitiensis_Tuiwawa_2K_1461_JSL419	0.08070636369099138
Calamus_brunneus_Henderson_4281_RBL240	0.08070644643917435
Calamus_latifolius_Henderson_3984_JSL071	0.08072578484887749
Calamus_kampucheaensis_Henderson_3842_RBL111	0.0807362299672626
Calamus_javensis_Kuhnhäuser_32_JSL057	0.08073692635168928
Calamus_lobbianus_Kuhnhäuser_12_RBL169	0.08077989803666996
Calamus_perakensis_subsp_crassus_Dransfield_5170_JSL475	0.08087846162488455
Calamus_filispadix_Adorador_75_BKL095	0.08092927376313741
Calamus_lateralis_Henderson_3400_JSL198	0.08105269895517664
Calamus_divergens_Henderson_4360_JSL031	0.0810813104093997
Calamus_sedens_Baker_494_BKL086	0.08109409335917228
Calamus_flabellatus_Kuhnhäuser_17_JSL043	0.08109609022425623
Calamus_cuthbertsonii_Zieck_NGF_36188_JSL433	0.08112958542495574
Calamus_egregius_Gilbert_201_RBL363	0.0811734647089406
Calamus_sabalensis_Dransfield_6086_JSL261	0.08121290700179284
Calamus_pseudotenuis_subsp_pseudotenuis_Thwaites_2335_BKL137	0.08124102697438351
Calamus_laoensis_Henderson_3834_RBL108	0.0812721309178761
Calamus_viridis_Henderson_4355_JSL033	0.0812925915872027
Calamus_brunneus_Henderson_4358_JSL032	0.08134131995949268
Calamus_seriatus_Henderson_3698_JSL023	0.081353190215679
Calamus_malawaliensis_John_SAN_145727_JSL526	0.08135624313052192
Calamus_plicatus_Kuhnhäuser_74_JSL076	0.08141667928065666
Calamus_cinereus_Henderson_3389_JSL020	0.08144472935165326
Calamus_oresbiopsis_Zieck_NGF_36520_RBL306	0.08146232522141483
Calamus_platyspathus_Parker_P_2213_JSL519	0.08148180640162461
Calamus_bousigonii_Henderson_3271_JSL025	0.08154849243792239
Calamus_filipendulus_Dransfield_4520_BKL120	0.0815827294341065
Calamus_sordidus_Chin_2874_JSL332	0.0816015288166595
Calamus_convallium_van_Valkenburg_1124_JSL259	0.08167509231333969
Calamus_hosensis_Unyong_S_21213_BKL239	0.0816895181238545
Calamus_sabalensis_Dransfield_6133_JSL268	0.0816942267217603
Calamus_ceratophorus_Henderson_3690_RBL101	0.0817306503951446
Calamus_koordersianus_Henderson_4269_JSL074	0.08174362960652837
Calamus_kinabaluensis_Tadong_520_BKL132	0.08174428250754362
Calamus_castaneus_Baker_507_RBL220	0.08177568124230017
Calamus_quangngaiensis_Nguyen_2035_JSL338	0.08178113506519569
Calamus_harmandii_Khamphone_398_BKL025	0.08178543851588449
Calamus_manglaensis_Henderson_3879_BKL021	0.0817914598921422
Calamus_guruba_Dransfield_5458_JSL506	0.08180532608277069
Calamus_viridis_Henderson_4272_RBL207	0.08185928238638263
Calamus_marginatus_Duaneh_128_RBL256	0.08187042142255896
Calamus_insularis_Bidault_1095_RBL374	0.08189725175822826
Calamus_erinaceus_subsp_erinaceus_Chai_S_30636_JSL278	0.08192277100896073
Calamus_anomalus_Carr_13123_BKL068	0.08197038973806836
Calamus_nanduensis_Baker_678_RBL085	0.08202714383729592
Calamus_caesius_Baker_547_JSL044	0.08209755641660144
Calamus_ashtonii_Kuhnhäuser_81_RBL198	0.08210818998953984
Calamus_depauperatus_Maturbongs_58_JSL581	0.08214366096319747
Calamus_ashtonii_Ashton_S_18384_JSL267	0.08221873224331255
Calamus_leptostachys_Henderson_4383_JSL075	0.0823216723374085
Calamus_seriatus_Henderson_3864_RBL114	0.08232853071818091
Calamus_nielsenii_Nielsen_761_BKL112	0.08234434776217892
Calamus_gibbsianus_Salick_Alim_Benidict_9021_RBL252	0.08243974868116055
Calamus_moseleyanus_Fernando_409_JSL095	0.0824429265917781
Calamus_praetermissus_Baker_521_JSL041	0.08247171634910455
Calamus_cheirophyllus_Zieck_NGF_36516_RBL278	0.08248214118809805
Calamus_myrianthus_Barfod_45254_RBL298	0.08248973372860935
Calamus_womersleyi_Henty_LAE_72548_JSL462	0.08252671435056158
Calamus_kebariensis_Maturbongs_75_RBL403	0.08257581796022706
Calamus_helferianus_Henderson_3974_RBL087	0.08264591265877252
Calamus_oblatus_Bidin_SAN_84714_JSL184	0.08266411056371636
Calamus_scleracanthus_Henderson_4235_RBL088	0.0827106629980322
Calamus_acanthophyllus_Khamphone_141_BKL024	0.08277827153953399
Calamus_arborescens_Henderson_3182_RBL069	0.08279067156237885
Calamus_simplex_Dransfield_5238_BKL146	0.08280743658627654
Calamus_microsphaerion_Dransfield_5488_JSL098	0.08285319261493385
Calamus_vinaceus_Henderson_4282_JSL029	0.08288186636284545
Calamus_calospathus_Cultivated_1990-2783_BKL011	0.08288586877626425
Calamus_lucysmithiae_Zieck_NGF_36554_RBL289	0.08292789500237396
Calamus_myriacanthus_Kuhnhäuser_23_RBL175	0.0829509148354527
Calamus_longiusculus_Hodel_1615_BKL197	0.08296379536371978
Calamus_sandsii_Henderson_4354_RBL148	0.08298432527829991
Calamus_melanacanthus_Hodel_1957_BKL155	0.08301151070902979
Calamus_pholidostachys_Zieck_NGF_36231_JSL465	0.0830485942460476
Calamus_tetradactylus_Henderson_3652_JSL068	0.08309086117924736
Calamus_aidae_Baja-Lapis_123_RBL267	0.08309123747175395
Calamus_maturbongsii_Maturbongs_286_JSL463	0.08315136184548566
Calamus_moseleyanus_Coode_5758_JSL605	0.08315421382312027
Calamus_leiocaulis_Anggana_Dali_25_RBL253	0.08315931915755126
Calamus_gamblei_Renuka_4082_JSL418	0.08324742915862404
Calamus_barfodii_Zieck_NGF_36320_JSL461	0.08329587912944825
Calamus_cumingianus_Fernando_339_RBL280	0.08335864460163245
Calamus_paspalanthus_Baker_693_BKL079	0.08340283902682522
Calamus_vinaceus_Henderson_4359_RBL149	0.083465522638003
Calamus_rhabdocladus_Henderson_3763_RBL032	0.08349246344204742
Calamus_sashae_Barrow_127_JSL578	0.08352467083400927
Calamus_radicalis_Clemens_sn_BKL168	0.08354248945230436
Calamus_moseleyanus_Dransfield_3720_JSL330	0.08356455975667065
Calamus_rugosus_Dransfield_5220_RBL358	0.08358083685336726
Calamus_tadulakoensis_Henderson_4256_RBL206	0.08363973634288124
Calamus_muelleri_Moore_9230_BKL167	0.08364460482956981
Calamus_peregrinus_Henderson_3959_BKL057	0.08368014136857072
Calamus_leloi_Petoe_65_RBL342	0.0837468128276807
Calamus_maiadum_Dransfield_6593_JSL394	0.08377257120487014
Calamus_plicatus_Baker_499_BKL017	0.08380351095091831
Calamus_latifolius_Khamphone_318_JSL077	0.08384231318774527
Calamus_platyspathus_Henderson_3957_RBL118	0.08384400007861592
Calamus_koordersianus_Kramadibrata_sn_BKL031	0.08389719655826211
Calamus_serrulatus_Baker_628_RBL162	0.08392793187785252
Calamus_suaveolens_Dransfield_3855_JSL331	0.08396907195946446
Calamus_digitatus_de_Zoysa_30_BKL063	0.08398247826428207
Calamus_lambirensis_Kuhnhäuser_79_RBL196	0.08399010983239652
Plectocomiopsis_wrayi_Dransfield_4940_BKL073	0.08404604125724857
Calamus_asperrimus_Watanabe_62_JSL415	0.084048430424566
Calamus_lateralis_Henderson_3392_RBL091	0.0840974046928239
Calamus_sashae_Dransfield_7601_JSL466	0.08414712045844297
Calamus_cinereus_Henderson_3625_RBL097	0.08417349644541561
Calamus_pedicellaris_Siebert_S8_BKL135	0.08424216356841097
Calamus_warayanus_Adorador_22_RBL243	0.08426231873234147
Calamus_vitiensis_Dransfield_7600_RBL308	0.0843911017410297
Calamus_didymocarpus_Henderson_4308_BKL045	0.08439173256338495
Calamus_symphysipus_Henderson_4252_JSL040	0.08440195105177128
Calamus_moorei_Dransfield_6102_RBL263	0.08441698277954235
Calamus_dianbaiensis_Nguyen_2031_RBL156	0.08445773734845907
Calamus_kjellbergii_Kjellberg_2367_RBL474	0.08446794227501098
Calamus_polycladus_Baker_680_RBL163	0.0844890097951918
Calamus_velutinus_Henderson_3627_RBL098	0.08450771397736079
Calamus_parvulus_Henderson_3860_RBL112	0.08460460190566621
Calamus_symphysipus_Henderson_4234_RBL089	0.08460604652180204
Calamus_erioacanthus_Baker_520_JSL112	0.08460822655261468
Calamus_bimanifer_Henderson_3833_RBL107	0.08468789439990598
Calamus_acanthospathus_Oulathong_231_JSL036	0.08470934004000197
Calamus_spiralis_Henderson_3883_BKL050	0.08471911809333288
Calamus_kandariensis_Henderson_4230_RBL339	0.08472383593093702
Calamus_ruvidus_Kuhnhäuser_57_RBL187	0.08478025101352371
Calamus_sumatranus_Dransfield_3998_BKL265	0.08482699550488171
Calamus_sabalensis_Kuhnhäuser_31_RBL176	0.08497597769553233
Calamus_periacanthus_Baker_527_BKL040	0.08500134644305657
Calamus_flabellatus_Baker_518_BKL038	0.08503226344531079
Calamus_mitis_Adorador_86_BKL101	0.08506206680613948
Calamus_acanthochlamys_Cultivated_1989-2701_RBL017	0.08517692437110103
Calamus_baratangensis_Rogers_sn_JSL383	0.08519637982602757
Calamus_manan_Baker_561_BKL006	0.08521221404075507
Calamus_suaveolens_Henderson_4333_RBL146	0.0852687114844316
Calamus_spectatissimus_Whitmore_TCW_3144_JSL436	0.08526939666606281
Calamus_banggiensis_Diwol_Sugau_SAN_135133_BKL208	0.08530695977511882
Calamus_bousigonii_Henderson_3628_RBL086	0.0853154435648319
Calamus_vidalianus_Adorador_81_BKL099	0.08531610619589003
Calamus_bacularis_Dransfield_5994_JSL302	0.08543630852512862
Calamus_obiensis_de_Vogel_4106_JSL600	0.08547738868601906
Calamus_erythrocarpus_Zieck_NGF_36176_RBL327	0.0854784505042887
Calamus_comptus_Kuhnhäuser_27_JSL008	0.08551418086868035
Calamus_walkeri_Baker_Utteridge_2_RBL007	0.08551669324180644
Calamus_scabrispathus_Pullen_1506_RBL362	0.08551786168236875
Calamus_deerratus_Sunderland_1754_RBL242	0.08556209192192965
Calamus_axillaris_Wong_1620_RBL245	0.08560472226733662
Calamus_heteracanthus_Dransfield_7575_BKL039	0.08562017005316336
Calamus_ornatus_Dransfield_7628_BKL092	0.08566660441556906
Calamus_erinaceus_subsp_daemonoropoides_Fernando_386_RBL283	0.08569329351364097
Calamus_sulawesiensis_Musser_R2_RBL261	0.08576701942543119
Calamus_pogonacanthus_Duaneh_114_JSL193	0.0857902299148463
Calamus_mirabilis_Dransfield_4587_RBL406	0.08585353327801837
Calamus_divaricatus_Baker_556_BKL027	0.0858638473110458
Calamus_axillaris_Wardi_BOHK_456_JSL124	0.08587069543679982
Calamus_australis_Cultivated_1988-186_BKL026	0.08591866178792329
Calamus_pilosellus_Ambri_AA_424_JSL116	0.08604162814459526
Calamus_jacobsii_Jacobs_9561_BKL219	0.08605188319283019
Calamus_kubahensis_Kuhnhäuser_11_RBL168	0.08607606172661442
Calamus_sordidus_Baker_541_BKL030	0.08608317464672988
Calamus_trachycoleus_Baker_560_BKL020	0.08611182475078016
Calamus_paulii_Chai_S_36834_BKL226	0.08613142541362129
Calamus_dioicus_Henderson_3891_RBL115	0.08616149984314458
